loss,params,stats,iteration,train_time
0.37752803961435955,"{'actv': 'relu', 'batch_size': 13.0, 'drop_enabled': False, 'loss': 'categorical_crossentropy', 'n': 4, 'nodes': 10, 'optimizer': 'adam', 'shuffle': False, 'drop_factor': 0.1}","{'test_loss': 0.37752803961435955, 'test_accuracy': 0.8888888915379842, 'precision_W': 0.8923976608187134, 'recall_W': 0.8888888888888888, 'fscore_W': 0.8898612898612899}",0,7.7295845
0.7911490148968167,"{'actv': 'relu', 'batch_size': 14.0, 'drop_enabled': False, 'loss': 'categorical_crossentropy', 'n': 3, 'nodes': 2, 'optimizer': 'adam', 'shuffle': False, 'drop_factor': 0.1}","{'test_loss': 0.7911490148968167, 'test_accuracy': 0.5777777857250638, 'precision_W': 0.5508695652173914, 'recall_W': 0.5777777777777777, 'fscore_W': 0.4687473577796158}",1,3.0021094
1.1098558187484742,"{'actv': 'relu', 'batch_size': 4.0, 'drop_enabled': True, 'loss': 'categorical_crossentropy', 'n': 7, 'nodes': 24, 'optimizer': 'adam', 'shuffle': True, 'drop_factor': 0.6}","{'test_loss': 1.1098558187484742, 'test_accuracy': 0.24444444610012903, 'precision_W': 0.05975308641975308, 'recall_W': 0.24444444444444444, 'fscore_W': 0.09603174603174602}",2,5.376401499999998
0.6079132954279581,"{'actv': 'relu', 'batch_size': 13.0, 'drop_enabled': True, 'loss': 'categorical_crossentropy', 'n': 2, 'nodes': 18, 'optimizer': 'adam', 'shuffle': True, 'drop_factor': 0.7}","{'test_loss': 0.6079132954279581, 'test_accuracy': 0.7111111177338494, 'precision_W': 0.7848324514991182, 'recall_W': 0.7111111111111111, 'fscore_W': 0.6845064599483204}",3,5.4663632
0.6448677923944262,"{'actv': 'relu', 'batch_size': 1.0, 'drop_enabled': False, 'loss': 'categorical_crossentropy', 'n': 8, 'nodes': 12, 'optimizer': 'adam', 'shuffle': False, 'drop_factor': 0.1}","{'test_loss': 0.6448677923944262, 'test_accuracy': 0.9111111124356588, 'precision_W': 0.9162962962962963, 'recall_W': 0.9111111111111111, 'fscore_W': 0.911845923051356}",4,8.8540636
0.8487652142842611,"{'actv': 'relu', 'batch_size': 3.0, 'drop_enabled': False, 'loss': 'categorical_crossentropy', 'n': 9, 'nodes': 22, 'optimizer': 'adam', 'shuffle': True, 'drop_factor': 0.1}","{'test_loss': 0.8487652142842611, 'test_accuracy': 0.866666669315762, 'precision_W': 0.8725925925925926, 'recall_W': 0.8666666666666667, 'fscore_W': 0.8678542233720503}",5,10.160992099999998
1.0989843712912666,"{'actv': 'relu', 'batch_size': 6.0, 'drop_enabled': True, 'loss': 'categorical_crossentropy', 'n': 3, 'nodes': 4, 'optimizer': 'adam', 'shuffle': False, 'drop_factor': 0.6}","{'test_loss': 1.0989843712912666, 'test_accuracy': 0.4000000006622738, 'precision_W': 0.3257142857142857, 'recall_W': 0.4, 'fscore_W': 0.30836120401337797}",6,8.719177400000007
0.5914933257632785,"{'actv': 'relu', 'batch_size': 5.0, 'drop_enabled': False, 'loss': 'categorical_crossentropy', 'n': 3, 'nodes': 14, 'optimizer': 'adam', 'shuffle': False, 'drop_factor': 0.1}","{'test_loss': 0.5914933257632785, 'test_accuracy': 0.8888888915379842, 'precision_W': 0.8923976608187134, 'recall_W': 0.8888888888888888, 'fscore_W': 0.8898612898612899}",7,10.546201499999995
0.2432724436124166,"{'actv': 'relu', 'batch_size': 6.0, 'drop_enabled': False, 'loss': 'categorical_crossentropy', 'n': 6, 'nodes': 8, 'optimizer': 'adam', 'shuffle': False, 'drop_factor': 0.1}","{'test_loss': 0.2432724436124166, 'test_accuracy': 0.866666669315762, 'precision_W': 0.8725925925925926, 'recall_W': 0.8666666666666667, 'fscore_W': 0.8678542233720503}",8,11.694348599999998
0.19340366390016345,"{'actv': 'relu', 'batch_size': 2.0, 'drop_enabled': False, 'loss': 'categorical_crossentropy', 'n': 2, 'nodes': 4, 'optimizer': 'adam', 'shuffle': False, 'drop_factor': 0.1}","{'test_loss': 0.19340366390016345, 'test_accuracy': 0.933333334657881, 'precision_W': 0.943859649122807, 'recall_W': 0.9333333333333333, 'fscore_W': 0.9331601731601732}",9,13.890119400000003
1.103781278928121,"{'actv': 'relu', 'batch_size': 13.0, 'drop_enabled': True, 'loss': 'categorical_crossentropy', 'n': 9, 'nodes': 20, 'optimizer': 'adam', 'shuffle': False, 'drop_factor': 0.8}","{'test_loss': 1.103781278928121, 'test_accuracy': 0.24444444610012903, 'precision_W': 0.05975308641975308, 'recall_W': 0.24444444444444444, 'fscore_W': 0.09603174603174602}",10,14.499071999999998
